//X Y Z Rf Gf Bf Intensity
7817
-6.05709982 0.26919901 8.62590981 0.529412 0.537255 0.529412 15.000000
-2.85580993 0.56364298 10.38099957 0.301961 0.364706 0.47451 15.000000
1.26092994 0.42656499 9.96255970 0.137255 0.2 0.266667 15.000000
-2.27022004 1.61773002 10.18439960 0.356863 0.34902 0.364706 15.000000
-5.77694988 0.40342700 8.63344002 0.403922 0.321569 0.309804 15.000000
-4.01269007 -0.04083190 10.64340019 0.301961 0.364706 0.439216 15.000000
-5.71577978 0.49745801 10.15470028 0.447059 0.47451 0.439216 15.000000
-5.81186008 0.46072501 10.06779957 0.509804 0.501961 0.447059 15.000000
-2.50935006 0.28989500 10.44900036 0.458824 0.447059 0.4 15.000000
1.63071001 -0.58152503 10.10789967 0.427451 0.356863 0.27451 15.000000
-6.06470013 -1.61519003 9.35311031 0.329412 0.431373 0.568627 15.000000
-5.75323009 2.07053995 9.46216965 0.109804 0.156863 0.219608 15.000000
1.18579996 -0.42661500 10.05620003 0.576471 0.576471 0.521569 15.000000
-2.45735002 0.38257000 10.44139957 0.54902 0.576471 0.54902 15.000000
0.75426000 -2.08943009 12.64009953 0.286275 0.266667 0.341176 15.000000
-5.77290010 0.02987970 10.23600006 0.211765 0.227451 0.231373 15.000000
0.42237699 -0.40541801 10.12580013 0.701961 0.576471 0.466667 15.000000
-1.37908995 0.30206701 10.96549988 0.509804 0.509804 0.458824 15.000000
-5.80895996 0.89042199 9.95133018 0.411765 0.419608 0.411765 15.000000
-3.30809999 0.35841000 10.30350018 0.411765 0.4 0.376471 15.000000
0.49551699 -0.93803602 10.58710003 0.337255 0.392157 0.47451 15.000000
-1.19581997 0.30384099 10.99180031 0.537255 0.509804 0.494118 15.000000
-0.63975900 0.48227400 11.05630016 0.509804 0.513725 0.47451 15.000000
-6.31668997 0.92256200 8.50454998 0.419608 0.509804 0.584314 15.000000
0.66912198 0.39795101 9.78577995 0.439216 0.341176 0.337255 15.000000
1.37053001 0.23030800 9.94616032 0.564706 0.584314 0.529412 15.000000
-3.08384991 1.73266006 10.01509953 0.411765 0.431373 0.47451 15.000000
0.98887700 -0.86472499 10.12730026 0.54902 0.568627 0.521569 15.000000
-5.73180008 0.42200899 8.65705013 0.54902 0.521569 0.447059 15.000000
-5.58778000 0.62047201 8.60900974 0.564706 0.54902 0.47451 15.000000
-6.44178009 -1.27190995 8.96930027 0.403922 0.419608 0.466667 15.000000
-5.77953005 -0.20433800 8.76957035 0.356863 0.321569 0.329412 15.000000
-5.76581001 0.71366000 10.09759998 0.282353 0.227451 0.219608 15.000000
-2.86915994 2.06490993 8.81750965 0.231373 0.282353 0.356863 15.000000
-4.72430992 0.70489901 10.27849960 0.427451 0.376471 0.368627 15.000000
-4.41067982 0.75239599 10.33110046 0.466667 0.458824 0.411765 15.000000
0.70943898 -2.07000995 12.63749981 0.556863 0.627451 0.666667 15.000000
-6.92606020 1.07747996 8.29255962 0.603922 0.631373 0.611765 15.000000
1.79209006 -0.29080901 10.11660004 0.54902 0.584314 0.541176 15.000000
-4.28824997 0.72849202 10.35569954 0.282353 0.247059 0.219608 15.000000
-4.23229980 0.75680900 10.36730003 0.466667 0.458824 0.419608 15.000000
-3.03094006 0.57365602 10.29080009 0.439216 0.509804 0.537255 15.000000
-1.15163004 2.18655992 10.15180016 0.384314 0.466667 0.494118 15.000000
-2.95388007 0.56819898 10.30570030 0.458824 0.486275 0.529412 15.000000
-0.40491799 2.32447004 10.22299957 0.109804 0.164706 0.231373 15.000000
-3.62389994 0.89476103 10.39789963 0.384314 0.34902 0.356863 15.000000
-1.25717998 0.69312298 10.91240025 0.537255 0.556863 0.537255 15.000000
-0.50540900 1.14085996 10.95730019 0.321569 0.309804 0.329412 15.000000
0.88562500 -0.14902601 9.94919968 0.403922 0.364706 0.364706 15.000000
-1.24057996 0.80619401 10.88819981 0.309804 0.286275 0.239216 15.000000
-2.34342003 1.48810005 10.16199970 0.47451 0.529412 0.54902 15.000000
-6.34591007 -0.81266898 8.71459961 0.631373 0.639216 0.576471 15.000000
-1.06078005 0.70273602 10.92549992 0.211765 0.247059 0.286275 15.000000
-4.65032005 -0.47996899 10.49199963 0.466667 0.466667 0.411765 15.000000
0.60805702 0.59894198 9.73384953 0.556863 0.521569 0.447059 15.000000
-6.59019995 -0.67194599 8.70870972 0.431373 0.454902 0.458824 15.000000
-3.60244989 -2.38117003 11.94970036 0.603922 0.619608 0.639216 15.000000
-1.45270002 0.70311397 10.86159992 0.439216 0.47451 0.458824 15.000000
1.26066995 1.36366999 9.76288033 0.0823529 0.0941176 0.0627451 15.000000
-0.93317401 0.23530699 11.13710022 0.458824 0.603922 0.686275 15.000000
-4.69675016 -1.03535998 10.64890003 0.403922 0.427451 0.431373 15.000000
1.30883002 0.53011000 9.84580994 0.47451 0.47451 0.431373 15.000000
-0.47716600 2.27855992 10.23740005 0.309804 0.34902 0.447059 15.000000
1.34687996 0.64844000 9.86882019 0.537255 0.521569 0.439216 15.000000
-2.34227991 1.01820004 10.27280045 0.529412 0.54902 0.541176 15.000000
1.64234996 0.60291803 9.93336010 0.34902 0.286275 0.231373 15.000000
1.51718998 0.69475698 9.85214996 0.439216 0.356863 0.341176 15.000000
1.76602006 0.63814300 9.92179966 0.458824 0.431373 0.34902 15.000000
-2.13564992 0.97385597 10.37839985 0.509804 0.494118 0.447059 15.000000
-5.18526983 -1.27272999 11.11159992 0.219608 0.27451 0.411765 15.000000
-1.87056005 -0.01722160 10.92930031 0.466667 0.458824 0.431373 15.000000
-4.97236013 1.01479006 10.18550014 0.427451 0.427451 0.427451 15.000000
0.75058901 0.17901200 9.81402969 0.556863 0.529412 0.458824 15.000000
-4.26877022 0.88313800 10.30469990 0.47451 0.486275 0.466667 15.000000
-2.47583008 1.18583000 10.25109959 0.509804 0.509804 0.47451 15.000000
-6.73835993 -0.05324010 8.54321957 0.403922 0.427451 0.501961 15.000000
-4.23085022 1.03462005 10.31159973 0.458824 0.458824 0.431373 15.000000
-4.98612022 0.78254998 10.24009991 0.258824 0.239216 0.227451 15.000000
0.19099499 -0.19771500 11.33510017 0.541176 0.513725 0.537255 15.000000
-0.08798710 2.32758999 10.78709984 0.0392157 0.0941176 0.129412 15.000000
0.90355903 1.37021005 9.63980007 0.486275 0.482353 0.431373 15.000000
-3.03814006 1.00629997 10.19690037 0.494118 0.482353 0.454902 15.000000
-5.83830023 1.02023995 8.42129040 0.568627 0.537255 0.466667 15.000000
-5.63365984 -0.63558799 10.38659954 0.0666667 0.164706 0.258824 15.000000
-1.93924999 1.84630001 10.55469990 0.227451 0.227451 0.231373 15.000000
-6.02442980 0.85368299 8.51150990 0.592157 0.603922 0.537255 15.000000
-0.54276502 -0.38400900 11.17280006 0.537255 0.509804 0.447059 15.000000
-6.76441002 0.10197000 8.54401016 0.364706 0.364706 0.392157 15.000000
-2.53887010 0.94498402 10.31669998 0.486275 0.47451 0.431373 15.000000
-4.09076977 2.04222012 10.10439968 0.192157 0.211765 0.258824 15.000000
-3.37200999 0.41012701 10.27579975 0.564706 0.6 0.619608 15.000000
-1.31564999 1.08265996 10.82100010 0.34902 0.309804 0.329412 15.000000
-2.17687011 -0.96710700 11.02630043 0.47451 0.603922 0.737255 15.000000
-1.36938000 -0.03959300 11.03629971 0.611765 0.584314 0.541176 15.000000
-0.45478699 0.86706299 11.01200008 0.439216 0.411765 0.356863 15.000000
1.46292996 0.90456700 9.83265018 0.486275 0.431373 0.4 15.000000
-3.57243991 -2.35143995 11.91699982 0.764706 0.784314 0.776471 15.000000
1.00124002 0.00812803 9.93612957 0.639216 0.603922 0.537255 15.000000
-4.49974012 -0.35194701 10.52040005 0.47451 0.458824 0.447059 15.000000
-0.49122900 0.93175697 10.99629974 0.337255 0.27451 0.27451 15.000000
0.13345000 -1.94312000 12.50310040 0.321569 0.34902 0.411765 15.000000
-1.23593998 -0.01145170 11.05630016 0.419608 0.356863 0.321569 15.000000
-5.66143990 0.31735101 8.64258003 0.329412 0.364706 0.384314 15.000000
-2.47233009 1.42136002 10.22620010 0.431373 0.458824 0.447059 15.000000
1.31127000 0.75437701 9.80222988 0.47451 0.466667 0.431373 15.000000
1.59665000 0.84184498 9.87327957 0.4 0.368627 0.34902 15.000000
-6.55986977 -2.02888989 11.14099979 0.419608 0.431373 0.521569 15.000000
-1.76028001 0.07031310 10.98610020 0.219608 0.301961 0.392157 15.000000
-6.71125984 1.05298996 8.34051991 0.592157 0.576471 0.466667 15.000000
-4.64316988 -0.12446300 10.46650028 0.54902 0.576471 0.584314 15.000000
-1.37409997 1.11326003 10.80060005 0.47451 0.47451 0.47451 15.000000
-6.67388010 -0.30287001 8.63846016 0.403922 0.427451 0.466667 15.000000
2.00511003 -0.65483201 10.15120029 0.819608 1 0.972549 15.000000
-0.65966803 1.86756003 10.77600002 0.392157 0.403922 0.447059 15.000000
-3.27664995 0.04228860 10.36979961 0.447059 0.439216 0.392157 15.000000
-0.55063701 1.39900005 10.89379978 0.282353 0.258824 0.27451 15.000000
-1.19499004 1.11942005 10.83399963 0.458824 0.466667 0.447059 15.000000
-1.34713995 1.35516000 10.75539970 0.337255 0.286275 0.282353 15.000000
0.60843301 1.03854001 9.64958000 0.521569 0.486275 0.466667 15.000000
0.19448800 -0.51562399 11.42539978 0.239216 0.376471 0.564706 15.000000
-5.95033979 0.68156803 8.55593967 0.431373 0.368627 0.392157 15.000000
0.21141399 0.13298200 11.21879959 0.164706 0.2 0.247059 15.000000
0.90332198 1.04296994 9.70847034 0.501961 0.501961 0.458824 15.000000
0.21036400 1.66325998 10.92189980 0.137255 0.203922 0.203922 15.000000
-1.86535001 -0.01593660 10.91930008 0.466667 0.458824 0.431373 15.000000
-0.62928498 1.24740005 10.91090012 0.247059 0.27451 0.27451 15.000000
1.46319997 1.05781996 9.80111027 0.486275 0.486275 0.411765 15.000000
-1.57063997 0.28546399 10.95709991 0.231373 0.329412 0.454902 15.000000
-6.04855013 1.26006997 8.42150021 0.541176 0.529412 0.482353 15.000000
-1.04158998 -0.36701301 11.09529972 0.247059 0.258824 0.14902 15.000000
-5.69126987 1.27024996 8.48929024 0.568627 0.556863 0.509804 15.000000
-3.39680004 -0.33427599 10.41689968 0.584314 0.603922 0.576471 15.000000
1.46490002 -0.27957800 10.07250023 0.384314 0.321569 0.356863 15.000000
1.72801006 0.89212197 9.89457989 0.266667 0.254902 0.203922 15.000000
-0.84092200 2.20110011 10.68770027 0.294118 0.356863 0.4 15.000000
1.07782996 2.17811990 9.48161030 0.0823529 0.176471 0.247059 15.000000
1.76596999 1.07113004 9.84926033 0.482353 0.509804 0.482353 15.000000
-2.27115011 -0.46548301 10.56949997 0.541176 0.494118 0.403922 15.000000
-3.08558011 -1.16506004 10.88510036 1 1 0.858824 15.000000
-4.00359011 0.01171070 10.64299965 0.2 0.286275 0.411765 15.000000
1.46616995 1.38671005 9.72970963 0.458824 0.466667 0.411765 15.000000
-1.54392004 -0.98300999 11.17770004 0.529412 0.521569 0.466667 15.000000
1.52499998 1.24775004 9.77283955 0.337255 0.266667 0.239216 15.000000
-6.46854019 0.26169300 8.55173969 0.258824 0.301961 0.376471 15.000000
-5.75804996 1.81265998 9.87987995 0.211765 0.184314 0.219608 15.000000
0.10181400 2.16276002 10.82369995 0.184314 0.2 0.239216 15.000000
-0.41811201 1.01870000 10.96580029 0.301961 0.294118 0.254902 15.000000
-3.21824002 1.35540998 10.06060028 0.384314 0.419608 0.458824 15.000000
0.96098298 1.78708005 9.54790020 0.286275 0.286275 0.266667 15.000000
-6.02256012 -0.47007799 8.78503036 0.603922 0.647059 0.603922 15.000000
0.59637302 2.04113007 9.44542980 0.368627 0.376471 0.419608 15.000000
-6.17138004 -0.78331101 8.76657009 0.576471 0.494118 0.368627 15.000000
-0.44503000 -0.19312300 11.23079967 0.494118 0.521569 0.501961 15.000000
-4.94415998 2.24417996 9.43610001 0.239216 0.27451 0.321569 15.000000
-2.98026991 1.23115003 10.20079994 0.392157 0.431373 0.494118 15.000000
-4.64917994 0.15430100 10.49610043 0.411765 0.494118 0.619608 15.000000
-1.51510000 0.82798302 10.78439999 0.494118 0.494118 0.454902 15.000000
-6.50895977 -2.48621988 9.82734013 0.921569 0.992157 0.992157 15.000000
-4.60462999 -2.22645998 12.04300022 0.258824 0.286275 0.384314 15.000000
-3.28636003 0.22925600 10.32740021 0.447059 0.447059 0.454902 15.000000
-2.99745989 -2.06121993 11.86750031 0.384314 0.427451 0.513725 15.000000
-0.73814899 -0.85773599 11.35509968 0.486275 0.466667 0.431373 15.000000
-2.73588991 -1.30332005 10.73019981 0.603922 0.603922 0.568627 15.000000
1.38943994 0.25795799 9.96356964 0.501961 0.486275 0.439216 15.000000
-0.56789500 -1.12504005 11.86590004 0.184314 0.231373 0.294118 15.000000
-6.95351982 -0.87151301 8.61857033 0.54902 0.556863 0.529412 15.000000
-5.01267004 0.11940000 10.37220001 0.439216 0.364706 0.384314 15.000000
-4.40174007 0.50926799 10.38700008 0.537255 0.584314 0.576471 15.000000
-6.56481981 -0.86611402 8.67345047 0.529412 0.521569 0.458824 15.000000
-6.39041996 -0.85806102 8.69983959 0.537255 0.521569 0.454902 15.000000
-5.81546021 -1.15376997 9.57295036 0.431373 0.466667 0.458824 15.000000
-6.62623978 -0.53427899 8.68461037 0.337255 0.329412 0.356863 15.000000
-3.02432990 1.72335005 10.06219959 0.411765 0.458824 0.486275 15.000000
-6.56902981 0.91808200 8.39826965 0.603922 0.611765 0.576471 15.000000
-6.54592991 -0.63154000 8.69054031 0.486275 0.509804 0.482353 15.000000
-0.54611999 2.27484989 10.24670029 0.301961 0.337255 0.439216 15.000000
0.41846001 -0.34423500 10.04720020 0.501961 0.392157 0.27451 15.000000
-0.83646500 1.13852000 10.88440037 0.486275 0.494118 0.447059 15.000000
-6.65248013 -0.22462299 8.62489033 0.309804 0.309804 0.34902 15.000000
-1.36494005 0.48231399 10.93350029 0.631373 0.6 0.529412 15.000000
0.86052102 1.22883999 9.66969967 0.313725 0.27451 0.301961 15.000000
-1.10166001 1.33036005 10.80589962 0.392157 0.392157 0.4 15.000000
1.02087998 -0.51389903 10.02560043 0.584314 0.556863 0.458824 15.000000
-3.25272012 -0.11862000 10.40190029 0.592157 0.611765 0.592157 15.000000
-1.10270000 1.48615003 10.75850010 0.4 0.392157 0.427451 15.000000
-6.60784006 -0.29908901 8.64826012 0.541176 0.584314 0.54902 15.000000
-6.03710985 -0.44417000 8.76780033 0.584314 0.576471 0.564706 15.000000
-5.73565006 -0.43872401 8.82516003 0.592157 0.576471 0.568627 15.000000
1.34121001 1.04410005 9.79349041 0.364706 0.34902 0.356863 15.000000
-3.67138004 -0.26670900 10.65649986 0.231373 0.239216 0.2 15.000000
-5.73466015 -0.27919099 8.78779030 0.584314 0.576471 0.568627 15.000000
-5.73362017 -0.34498700 10.28190041 0.2 0.2 0.192157 15.000000
-2.07029009 0.93019199 10.37329960 0.584314 0.584314 0.529412 15.000000
-5.17232990 -0.39248601 10.41469955 0.494118 0.486275 0.439216 15.000000
0.37214100 -0.44632801 10.37650013 0.564706 0.54902 0.501961 15.000000
-2.13071990 -2.14580011 12.40369987 0.231373 0.254902 0.309804 15.000000
-4.32636976 0.29824701 10.44250011 0.321569 0.294118 0.286275 15.000000
-2.14020991 0.23378800 10.52840042 0.603922 0.611765 0.603922 15.000000
2.53010988 0.34785300 9.75067997 0.129412 0.0666667 0.631373 15.000000
-3.45229006 -0.26824501 10.37849998 0.364706 0.364706 0.329412 15.000000
-3.16790009 -0.25560501 10.43319988 0.431373 0.392157 0.364706 15.000000
1.60704994 1.31384003 9.74870014 0.368627 0.364706 0.403922 15.000000
-6.69176006 1.11423004 8.35632038 0.309804 0.294118 0.282353 15.000000
-6.10350990 -1.04358995 8.90662003 0.556863 0.619608 0.631373 15.000000
-5.71625996 1.56945002 8.42226982 0.576471 0.611765 0.619608 15.000000
-3.67138004 -0.26670900 10.65649986 0.231373 0.239216 0.2 15.000000
1.07193995 2.02375007 9.52900028 0.121569 0.14902 0.286275 15.000000
-2.37890005 -0.38021401 10.63630009 0.403922 0.34902 0.337255 15.000000
-1.10019004 -0.46807399 11.15690041 0.2 0.258824 0.337255 15.000000
-2.47353005 1.33343995 10.23980045 0.447059 0.466667 0.458824 15.000000
-2.90831995 1.72821999 10.16819954 0.521569 0.619608 0.713725 15.000000
1.48939002 -0.29717201 10.08049965 0.4 0.321569 0.321569 15.000000
-3.62951994 0.26219201 10.57289982 0.309804 0.286275 0.27451 15.000000
1.73181999 -0.41546100 10.16600037 0.458824 0.384314 0.364706 15.000000
-3.23765993 -0.32869601 10.45829964 0.647059 0.627451 0.564706 15.000000
-2.58129001 1.26714003 10.29850006 0.266667 0.337255 0.466667 15.000000
-6.72281981 -2.48270988 11.18480015 0.584314 0.631373 0.619608 15.000000
0.86403298 1.37896001 9.63527012 0.309804 0.266667 0.231373 15.000000
-5.80098009 0.96650898 9.93303013 0.537255 0.576471 0.584314 15.000000
-2.26739001 -0.26076001 10.58720016 0.447059 0.439216 0.419608 15.000000
1.79076004 -0.48650599 10.17179966 0.564706 0.556863 0.466667 15.000000
-4.39319992 -0.17579301 10.54360008 0.431373 0.376471 0.356863 15.000000
-4.27650976 -0.17199101 10.54619980 0.419608 0.356863 0.337255 15.000000
-2.34692001 -0.23145600 10.56200027 0.411765 0.376471 0.356863 15.000000
0.65710598 0.37785599 9.79848957 0.466667 0.4 0.364706 15.000000
-2.21187997 -0.12209300 10.60039997 0.54902 0.556863 0.486275 15.000000
-2.06970000 -0.22718000 10.61559963 0.392157 0.392157 0.356863 15.000000
-2.68196011 1.67123997 10.22169971 0.4 0.454902 0.501961 15.000000
-1.24109995 -0.22391100 11.11180019 0.447059 0.34902 0.341176 15.000000
0.92590302 -0.16435100 9.94799042 0.611765 0.6 0.54902 15.000000
1.08160996 2.02766991 9.48295021 0.137255 0.176471 0.192157 15.000000
-1.35255003 -0.10305300 11.06159973 0.447059 0.364706 0.34902 15.000000
1.55244005 0.53168797 9.91872978 0.294118 0.329412 0.364706 15.000000
-4.62867022 -0.62544602 10.57999992 0.247059 0.403922 0.611765 15.000000
-3.30555010 -0.31881201 10.43439960 0.576471 0.564706 0.494118 15.000000
-1.35133004 -0.10566000 11.05650043 0.447059 0.364706 0.34902 15.000000
-1.94133997 0.57772100 10.80900002 0.521569 0.529412 0.509804 15.000000
-2.14089990 -0.33263600 10.65639973 0.494118 0.486275 0.466667 15.000000
-6.32387018 -1.50337005 8.91961956 0.494118 0.494118 0.509804 15.000000
0.49789801 1.67779005 9.50582027 0.482353 0.47451 0.501961 15.000000
-6.90299988 0.01413080 8.51875973 0.576471 0.592157 0.584314 15.000000
-2.17367005 0.16875000 10.53509998 0.454902 0.431373 0.364706 15.000000
-6.84419012 0.02419120 8.54073048 0.258824 0.258824 0.301961 15.000000
-6.66645002 0.01841230 8.57252026 0.329412 0.313725 0.337255 15.000000
-1.66795003 0.18655799 11.00889969 0.356863 0.411765 0.486275 15.000000
-3.63665009 -2.38631010 11.92329979 0.219608 0.211765 0.266667 15.000000
1.71174002 0.02484310 10.05239964 0.466667 0.384314 0.376471 15.000000
-5.73083019 0.04650720 8.72669983 0.603922 0.603922 0.592157 15.000000
-1.40526998 0.54021198 10.91440010 0.564706 0.54902 0.494118 15.000000
1.39098001 -1.48288000 10.70820045 0.0627451 0.184314 0.27451 15.000000
-1.35044003 0.07060700 11.02490044 0.4 0.321569 0.313725 15.000000
-6.76805019 -0.64726698 8.68859005 0.309804 0.341176 0.454902 15.000000
-1.35310996 0.22265400 10.98079967 0.384314 0.321569 0.301961 15.000000
-0.49627301 0.09639510 11.17380047 0.403922 0.286275 0.286275 15.000000
-5.17905998 -0.33348399 10.41489983 0.501961 0.513725 0.521569 15.000000
-0.49124801 0.25046900 11.14410019 0.34902 0.27451 0.254902 15.000000
-2.42231989 -0.20960701 10.57050037 0.47451 0.454902 0.439216 15.000000
-3.30486989 0.24462999 10.32779980 0.392157 0.384314 0.34902 15.000000
0.90248400 0.23516899 9.86520958 0.576471 0.568627 0.521569 15.000000
-1.00024998 2.28103995 10.66030025 0.129412 0.176471 0.239216 15.000000
0.90248400 0.23516899 9.86520958 0.576471 0.568627 0.521569 15.000000
-5.97080994 -0.91880602 8.78977013 0.419608 0.537255 0.647059 15.000000
-6.68731022 0.31642300 8.46782017 0.568627 0.568627 0.537255 15.000000
-1.09992003 -0.71729600 11.25380039 0.529412 0.521569 0.509804 15.000000
-5.80762005 0.26855201 8.66652966 0.564706 0.584314 0.576471 15.000000
-3.30772996 0.45980299 10.28380013 0.431373 0.411765 0.4 15.000000
-3.30770993 0.46085501 10.28269958 0.431373 0.411765 0.4 15.000000
0.41929099 1.13906002 9.82590961 0.466667 0.466667 0.458824 15.000000
-2.20817995 0.51327300 10.46450043 0.403922 0.384314 0.356863 15.000000
-2.20862007 0.51264697 10.46520042 0.403922 0.384314 0.356863 15.000000
-0.40633401 -0.75677902 11.41100025 0.282353 0.294118 0.266667 15.000000
-3.67496991 0.69226402 10.42350006 0.458824 0.419608 0.411765 15.000000
-6.61594009 0.59496403 8.45131016 0.364706 0.329412 0.309804 15.000000
-6.61594009 0.59496403 8.45131016 0.364706 0.329412 0.309804 15.000000
0.84221500 0.18255000 9.87034988 0.513725 0.458824 0.427451 15.000000
-4.21342993 0.82055998 10.35429955 0.309804 0.294118 0.282353 15.000000
-6.00007010 0.49210301 8.59776974 0.239216 0.239216 0.203922 15.000000
0.96232498 1.20322001 9.69528008 0.521569 0.47451 0.419608 15.000000
-0.43434700 1.21933997 10.94820023 0.466667 0.466667 0.447059 15.000000
-5.74383020 0.49849400 8.61765957 0.266667 0.258824 0.254902 15.000000
-0.54428703 0.87069303 11.00160027 0.231373 0.231373 0.211765 15.000000
-2.22023010 2.06348991 9.24761963 0.164706 0.239216 0.294118 15.000000
-1.15737998 0.63394397 10.94130039 0.458824 0.466667 0.458824 15.000000
-4.27003002 2.17365003 9.60919952 0.219608 0.254902 0.34902 15.000000
-6.59556007 0.67829400 8.44797993 0.564706 0.556863 0.513725 15.000000
-3.49517012 0.76394498 10.17679977 0.494118 0.501961 0.482353 15.000000
-4.77084017 0.14400800 10.47169971 0.364706 0.447059 0.529412 15.000000
-0.75680101 -0.60295898 11.28120041 0.541176 0.541176 0.529412 15.000000
-2.20218992 1.83773994 10.19439983 0.321569 0.321569 0.34902 15.000000
-2.33744001 2.05644011 9.03911018 0.192157 0.247059 0.286275 15.000000
-4.26155996 -0.41636100 10.53919983 0.54902 0.529412 0.458824 15.000000
-2.46437001 0.57775903 10.41639996 0.509804 0.54902 0.568627 15.000000
-6.02523994 0.69039500 8.54139042 0.556863 0.54902 0.458824 15.000000
-3.08283997 -2.15487003 11.93649960 0.27451 0.321569 0.384314 15.000000
-2.29462004 -0.22681400 10.60449982 0.458824 0.47451 0.458824 15.000000
-5.28347015 0.88520998 10.11870003 0.454902 0.403922 0.309804 15.000000
-5.60504007 0.70045900 8.60379982 0.556863 0.537255 0.47451 15.000000
1.50137997 1.30668998 9.75564957 0.329412 0.294118 0.294118 15.000000
-4.37961006 0.82149100 10.33390045 0.337255 0.313725 0.313725 15.000000
-4.28513002 2.12339997 9.60770988 0.337255 0.4 0.521569 15.000000
1.70720994 1.50828004 9.72488022 0.384314 0.341176 0.376471 15.000000
-3.66981006 0.13040601 10.60289955 0.231373 0.227451 0.258824 15.000000
-4.26484013 0.82731599 10.34969997 0.329412 0.294118 0.286275 15.000000
-4.26632023 0.82723600 10.35359955 0.329412 0.294118 0.286275 15.000000
-5.58447981 1.23474002 8.75212002 0.509804 0.466667 0.458824 15.000000
-5.65416002 0.25589499 8.62252045 0.458824 0.529412 0.556863 15.000000
-1.42704999 0.92294598 10.81410027 0.564706 0.556863 0.564706 15.000000
-1.42704999 0.92294598 10.81410027 0.564706 0.556863 0.564706 15.000000
-5.79553986 0.33904901 8.57905960 0.686275 0.694118 0.67451 15.000000
-6.05171013 -0.80266601 8.74689960 0.529412 0.521569 0.466667 15.000000
1.27240002 0.90717399 9.79854012 0.501961 0.454902 0.392157 15.000000
-5.78761005 -0.10304600 8.75074005 0.392157 0.321569 0.301961 15.000000
-1.32623994 0.19022600 11.00419998 0.364706 0.329412 0.309804 15.000000
1.67448997 0.82644099 9.89756012 0.356863 0.27451 0.247059 15.000000
-1.28802001 0.05648030 11.03629971 0.392157 0.337255 0.321569 15.000000
1.55717003 1.28027999 9.76700974 0.258824 0.286275 0.254902 15.000000
-0.93376398 0.16998599 11.14680004 0.494118 0.6 0.701961 15.000000
-1.32895005 0.76025701 10.85280037 0.556863 0.584314 0.603922 15.000000
-3.46625996 0.84321898 10.15740013 0.647059 0.658824 0.631373 15.000000
-5.21502018 0.34933400 10.28269958 0.439216 0.427451 0.454902 15.000000
-2.56982994 -0.19354700 10.56270027 0.529412 0.521569 0.501961 15.000000
-6.59332991 0.99970901 8.37833023 0.584314 0.556863 0.509804 15.000000
-6.99341011 0.59700501 8.38453007 0.627451 0.603922 0.541176 15.000000
0.30569601 -0.16650000 10.74619961 0.54902 0.521569 0.494118 15.000000
-3.21305990 1.10100996 10.12440014 0.356863 0.356863 0.34902 15.000000
-2.15019011 2.09964991 8.94122028 0.203922 0.258824 0.337255 15.000000
-1.34683001 1.19104004 10.79720020 0.364706 0.309804 0.321569 15.000000
-5.92854023 -0.49832901 8.80012035 0.447059 0.419608 0.419608 15.000000
-5.34041023 0.82807398 10.09300041 0.364706 0.392157 0.392157 15.000000
-0.48879200 1.21801996 10.94019985 0.313725 0.294118 0.27451 15.000000
1.29083002 1.69544995 9.70180035 0.2 0.239216 0.203922 15.000000
0.84037203 1.05507004 9.69402981 0.384314 0.286275 0.27451 15.000000
-6.83552980 1.16371000 8.30163002 0.294118 0.258824 0.239216 15.000000
-3.11819005 1.89418006 9.72537041 0.466667 0.537255 0.603922 15.000000
-3.30166006 1.08326006 10.12609959 0.501961 0.513725 0.501961 15.000000
-5.77950001 1.18797004 8.48748016 0.301961 0.266667 0.258824 15.000000
-2.27073002 1.46822000 10.21030045 0.403922 0.368627 0.341176 15.000000
0.60557699 1.36414003 9.58847046 0.486275 0.47451 0.47451 15.000000
-1.91882002 -0.43292999 10.93500042 0.509804 0.486275 0.427451 15.000000
-6.59024000 1.33225000 8.31140041 0.584314 0.537255 0.466667 15.000000
-5.38731003 1.04887998 6.64481020 0.537255 0.509804 0.466667 15.000000
-5.72021008 1.34956002 8.46665955 0.529412 0.509804 0.466667 15.000000
0.60556602 -1.75255001 13.49969959 0.992157 0.992157 0.992157 15.000000
-2.47165990 1.58541000 10.18999958 0.431373 0.447059 0.427451 15.000000
-0.46451801 0.48877200 11.09700012 0.494118 0.521569 0.529412 15.000000
0.16356800 -1.62603998 12.43120003 0.439216 0.521569 0.537255 15.000000
-3.66643000 -1.91363001 11.81610012 0.564706 0.603922 0.619608 15.000000
0.60819399 1.52189004 9.55527020 0.458824 0.466667 0.47451 15.000000
-0.46863100 1.35907996 10.91349983 0.211765 0.231373 0.211765 15.000000
-4.28509998 2.12387991 9.60789013 0.337255 0.4 0.521569 15.000000
0.62706202 1.59823000 9.53841019 0.294118 0.231373 0.258824 15.000000
0.84538603 1.70207000 9.57248020 0.301961 0.254902 0.203922 15.000000
1.08771002 1.35446000 9.71271992 0.101961 0.141176 0.121569 15.000000
-1.86311996 -0.57226902 11.07890034 0.529412 0.6 0.639216 15.000000
1.49305999 1.62125003 9.67730045 0.329412 0.258824 0.239216 15.000000
-4.30868006 -0.56229800 10.51640034 0.27451 0.368627 0.501961 15.000000
-2.41280007 1.45424998 10.20020008 0.337255 0.321569 0.301961 15.000000
-5.65521002 2.00638008 9.84782028 0.176471 0.192157 0.211765 15.000000
